Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Whooping Cough (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,வூப்பிங் இருமல் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gout (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கீல்வாத நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Osteoarthristis (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கீல்வாதம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Osteoporosis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஆஸ்டியோபோரோசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Depression (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மனச்சோர்வு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rosacea (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Rosacea நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Melanoma (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மெலனோமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Kidney Stones (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீரக கற்கள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Diabetes ,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நீரிழிவு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Allergy (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஒவ்வாமை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Insomnia (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இன்சோம்னியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Impetigo (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இம்பெடிகோ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Diabetes  (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நீரிழிவு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gastroenteritis (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இரைப்பை குடல் அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Anemia (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இரத்த சோகை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Ringworm,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரிங்வோர்ம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Fibromyalgia (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஃபைப்ரோமியால்ஜியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Fungal infection (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,பூஞ்சை தொற்று நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Cholera (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,காலரா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Whooping Cough (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,வூப்பிங் இருமல் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hepatitis E (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் ஈ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Liver Cirrhosis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கல்லீரல் சிரோசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Psoriasis (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சொரியாசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Anxiety Disorder (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கவலைக் கோளாறு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Ringworm (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரிங்வோர்ம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Varicose veins (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,வீங்கி பருத்து வலிக்கிற நரம்புகள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
AIDS (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,எய்ட்ஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gallstones,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,பித்தப்பைக் கற்கள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Pneumonia (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நிமோனியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
