Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
GERD (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,GERD ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Anemia (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରକ୍ତହୀନତା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Viral Fever,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଭାଇରାଲ୍ ଜ୍ୱର ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Mumps (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମମ୍ପସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Rubella (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରୁବେଲା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
AIDS (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଏଡସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Arthritis (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଆର୍ଥ୍ରାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Paralysis (brain hemorrhage) (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପାରାଲିସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Influenza (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇନ୍‌ଫ୍ଲୁଏଞ୍ଜା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Paralysis (brain hemorrhage) (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପାରାଲିସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Urinary Tract Infection (UTI) (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୂତ୍ରାଶୟ ସଂକ୍ରମଣ ସଂକ୍ରମଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypertension (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଉଚ୍ଚ ରକ୍ତଚାପ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Urinary Tract Infection (UTI),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୂତ୍ରାଶୟ ସଂକ୍ରମଣ ସଂକ୍ରମଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hepatitis C (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହେପାଟାଇଟିସ୍ ସି ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Urinary Tract Infection (UTI) (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୂତ୍ରାଶୟ ସଂକ୍ରମଣ ସଂକ୍ରମଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Liver Cirrhosis (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଯକୃତ ସିରୋସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Gallstones (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଗାଲଷ୍ଟୋନ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Glaucoma (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଗ୍ଲୁକୋମା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Rubella (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରୁବେଲା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Viral Fever (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଭାଇରାଲ୍ ଜ୍ୱର ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Paralysis (brain hemorrhage) (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପାରାଲିସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Zika Virus (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଜିକା ଭାଇରସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Common Cold (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସାଧାରଣ କୋଲ୍ଡ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Urinary tract infection (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୂତ୍ରନଳୀ ସଂକ୍ରମଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cataracts (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୋତିଆବିନ୍ଦୁ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cholera (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,କଲେରା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypothyroidism (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହାଇପୋଥାଇରଏଡିଜିମ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cataracts,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୋତିଆବିନ୍ଦୁ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Appendicitis (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଆପେଣ୍ଡିକାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Chronic cholestasis (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,କ୍ରନିକ୍ କୋଲେଷ୍ଟାସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Appendicitis (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଆପେଣ୍ଡିକାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Ringworm (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରିଙ୍ଗୱର୍ମ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypoglycemia (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହାଇପୋଗ୍ଲାଇସେମିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Migraine (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମାଇଗ୍ରେନ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Chicken pox (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଚିକେନ୍ ପକ୍ସ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
hepatitis A (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହେପାଟାଇଟିସ୍ ଏ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Tetanus (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଟିଟାନସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Viral Fever (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଭାଇରାଲ୍ ଜ୍ୱର ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Mumps,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମମ୍ପସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypothyroidism (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହାଇପୋଥାଇରଏଡିଜିମ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Conjunctivitis (Pink Eye),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,କନଜୁଣ୍ଟିଭାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Diphtheria (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡିଫଥେରିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Typhoid (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଟାଇଫଏଡ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Alcoholic hepatitis (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମଦ୍ୟପାନ ହେପାଟାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
(vertigo) Paroymsal  Positional Vertigo (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Influenza (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇନ୍‌ଫ୍ଲୁଏଞ୍ଜା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Insomnia (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଅନିଦ୍ରା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypertension  (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଉଚ୍ଚ ରକ୍ତଚାପ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Insomnia (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଅନିଦ୍ରା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Tetanus (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଟିଟାନସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Bronchitis (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରୋଙ୍କାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Zika Virus (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଜିକା ଭାଇରସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Psoriasis (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସୋରିୟାସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Ebola,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇବୋଲା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Tonsillitis (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଟନ୍ସିଲାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Gastroenteritis (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଗ୍ୟାଷ୍ଟ୍ରୋଏଣ୍ଟେରାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypoglycemia (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହାଇପୋଗ୍ଲାଇସେମିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Dimorphic hemmorhoids(piles) (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡିମୋରଫିକ୍ ହେମୋରୋଏଡ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Impetigo (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇମ୍ପେଟିଗୋ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Anemia (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରକ୍ତହୀନତା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Bronchial Asthma (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରୋଙ୍କିଆଲ୍ ଆଜମା ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Diphtheria (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡିଫଥେରିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
GERD (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,GERD ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Allergy (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଆଲର୍ଜି ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Dimorphic hemmorhoids(piles) (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡିମୋରଫିକ୍ ହେମୋରୋଏଡ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
(vertigo) Paroymsal  Positional Vertigo (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Rubella (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରୁବେଲା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Kidney Stones (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,କିଡନୀ ଷ୍ଟୋନ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Glaucoma (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଗ୍ଲୁକୋମା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Pancreatitis (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପାନକ୍ର୍ରିୟାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hyperthyroidism (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହାଇପରଥାଇରଏଡିଜିମ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Rabies (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରେବିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Impetigo (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇମ୍ପେଟିଗୋ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Zika Virus (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଜିକା ଭାଇରସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
